No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
501,FSLR,"First Solar, Inc.",20.42B,190.29
502,HUM,Humana Inc.,20.39B,169.09
503,SBS,Companhia de Saneamento BÃ¡sico do Estado de SÃ£o Paulo - SABESP,20.28B,28.77
504,NTAP,"NetApp, Inc.",20.19B,102.34
505,KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",20.08B,95.57
506,RGLD,"Royal Gold, Inc.",20.07B,237.54
507,USFD,US Foods Holding Corp.,20.04B,90.86
508,TU,TELUS Corporation,19.95B,12.74
509,RPRX,Royalty Pharma plc,19.86B,46.35
510,RL,Ralph Lauren Corporation,19.85B,327.82
511,FN,Fabrinet,19.77B,551.97
512,LDOS,"Leidos Holdings, Inc.",19.66B,155.53
513,BURL,"Burlington Stores, Inc.",19.61B,312.75
514,MRNA,"Moderna, Inc.",19.57B,49.56
515,PSTG,"Everpure, Inc.",19.49B,58.98
516,IHG,InterContinental Hotels Group PLC,19.46B,129.60
517,GIS,"General Mills, Inc.",19.45B,36.45
518,JBHT,"J.B. Hunt Transport Services, Inc.",19.45B,205.59
519,STLA,Stellantis N.V.,19.44B,6.71
520,SOFI,"SoFi Technologies, Inc.",19.42B,15.23
521,CPAY,"Corpay, Inc.",19.39B,284.93
522,TSEM,Tower Semiconductor Ltd.,19.35B,171.92
523,TROW,"T. Rowe Price Group, Inc.",19.29B,88.45
524,ATI,ATI Inc.,19.23B,140.43
525,BCH,Banco de Chile,19.22B,38.05
526,CHRW,"C.H. Robinson Worldwide, Inc.",19.17B,161.57
527,ALAB,"Astera Labs, Inc.",19.14B,112.47
528,ZTO,ZTO Express (Cayman) Inc.,19.14B,24.06
529,KEP,Korea Electric Power Corporation,19.09B,14.87
530,XPEV,XPeng Inc.,19.06B,16.93
531,ROIV,Roivant Sciences Ltd.,18.98B,26.52
532,PKG,Packaging Corporation of America,18.94B,212.25
533,MDB,"MongoDB, Inc.",18.93B,235.51
534,NVT,nVent Electric plc,18.92B,116.98
535,PFG,"Principal Financial Group, Inc.",18.87B,87.01
536,EXPD,"Expeditors International of Washington, Inc.",18.85B,141.22
537,CRS,Carpenter Technology Corporation,18.77B,376.92
538,IP,International Paper Company,18.77B,35.45
539,CIB,Grupo Cibest S.A.,18.67B,69.98
540,SNA,Snap-on Incorporated,18.64B,359.04
541,FUTU,Futu Holdings Limited,18.64B,133.94
