No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
1001,WTI,"W&T Offshore, Inc.",502.87M,3.380
1002,CODI,Compass Diversified,502.58M,6.68
1003,AMC,"AMC Entertainment Holdings, Inc.",502.12M,0.948
1004,PSTL,"Postal Realty Trust, Inc.",501.28M,18.25
1005,NGS,"Natural Gas Services Group, Inc.",501.11M,39.81
1006,NKLR,Terra Innovatum Global N.V.,499.46M,4.520
1007,NWAX,New America Acquisition I Corp.,499.00M,10.02
1008,IRWD,"Ironwood Pharmaceuticals, Inc.",498.96M,3.060
1009,PRTA,Prothena Corporation plc,498.49M,9.26
1010,NRIM,"Northrim BanCorp, Inc.",498.32M,22.52
1011,CTNM,"Contineum Therapeutics, Inc.",498.06M,13.34
1012,GPRK,GeoPark Limited,497.83M,9.62
1013,CNNE,"Cannae Holdings, Inc.",497.53M,10.74
1014,ZKH,ZKH Group Limited,494.58M,3.050
1015,RDVT,"Red Violet, Inc.",494.55M,35.05
1016,IIIV,"i3 Verticals, Inc.",490.71M,22.21
1017,AQST,"Aquestive Therapeutics, Inc.",490.62M,4.020
1018,BWMN,Bowman Consulting Group Ltd.,490.25M,28.63
1019,JOUT,Johnson Outdoors Inc.,490.14M,46.89
1020,UROY,Uranium Royalty Corp.,489.94M,3.340
1021,ACNB,ACNB Corporation,489.20M,47.25
1022,YEXT,"Yext, Inc.",488.45M,3.960
1023,FLGT,"Fulgent Genetics, Inc.",486.89M,15.59
1024,ECC,Eagle Point Credit Company Inc.,486.38M,3.690
1025,BWB,"Bridgewater Bancshares, Inc.",485.25M,17.44
1026,FMNB,Farmers National Banc Corp.,485.22M,12.88
1027,MBUU,"Malibu Boats, Inc.",485.15M,26.08
1028,ASPI,ASP Isotopes Inc.,484.37M,4.370
1029,GEMI,"Gemini Space Station, Inc.",483.56M,4.110
1030,BBW,"Build-A-Bear Workshop, Inc.",482.62M,37.28
1031,MLAA,Mountain Lake Acquisition Corp. II,482.21M,9.93
1032,FFWM,First Foundation Inc.,481.80M,5.81
1033,LRMR,"Larimar Therapeutics, Inc.",479.94M,4.620
1034,DCBO,Docebo Inc.,478.98M,16.64
1035,BBNX,"Beta Bionics, Inc.",477.55M,10.76
1036,RIGL,"Rigel Pharmaceuticals, Inc.",477.35M,25.84
1037,KRNY,Kearny Financial Corp.,477.13M,7.37
1038,FDMT,"4D Molecular Therapeutics, Inc.",476.31M,9.33
1039,IMXI,"International Money Express, Inc.",475.86M,15.79
1040,GTN,"Gray Media, Inc.",475.29M,4.580
1041,MVST,"Microvast Holdings, Inc.",474.81M,1.430
1042,CBNK,"Capital Bancorp, Inc.",474.07M,28.96
1043,FPI,Farmland Partners Inc.,473.69M,10.88
1044,KRSP,Rice Acquisition Corporation 3,473.37M,10.29
1045,HKD,AMTD Digital Inc.,473.11M,1.500
1046,CRD.B,Crawford & Company,473.10M,9.72
1047,CVGW,"Calavo Growers, Inc.",471.88M,26.40
1048,UPB,"Upstream Bio, Inc.",471.82M,8.67
1049,KYTX,"Kyverna Therapeutics, Inc.",471.43M,7.80
1050,GDYN,"Grid Dynamics Holdings, Inc.",471.15M,5.52
1051,HBCP,"Home Bancorp, Inc.",470.89M,60.09
1052,LEGH,Legacy Housing Corporation,470.29M,19.75
1053,KMDA,Kamada Ltd.,470.14M,8.15
1054,ADCT,ADC Therapeutics SA,470.06M,3.700
1055,ANSC,Agriculture & Natural Solutions Acquisition Corporation,468.65M,11.28
1056,OLP,"One Liberty Properties, Inc.",467.67M,21.44
1057,ACTG,Acacia Research Corporation,466.94M,4.840
1058,CRD.A,Crawford & Company,466.78M,9.59
1059,CARS,Cars.com Inc.,466.75M,7.96
1060,DHIL,"Diamond Hill Investment Group, Inc.",465.87M,172.20
1061,HIVE,HIVE Digital Technologies Ltd.,465.54M,1.820
1062,CRAN,Crane Harbor Acquisition Corp. II,464.78M,9.91
1063,MATV,"Mativ Holdings, Inc.",464.66M,8.51
1064,MNRO,"Monro, Inc.",464.40M,15.47
1065,CATX,"Perspective Therapeutics, Inc.",463.71M,4.070
1066,CIVB,"Civista Bancshares, Inc.",463.27M,22.33
1067,INN,"Summit Hotel Properties, Inc.",462.39M,4.250
1068,OFIX,Orthofix Medical Inc.,461.66M,11.50
1069,MG,"Mistras Group, Inc.",460.98M,14.59
1070,CCSI,"Consensus Cloud Solutions, Inc.",460.97M,24.43
1071,GTEN,"Gores Holdings X, Inc.",460.68M,10.22
1072,LYEL,"Lyell Immunopharma, Inc.",458.45M,19.67
1073,UMAC,"Unusual Machines, Inc.",458.12M,11.78
1074,APXT,Apex Treasury Corporation,457.76M,9.96
1075,MSBI,"Midland States Bancorp, Inc.",456.73M,21.76
1076,TRDA,"Entrada Therapeutics, Inc.",456.73M,11.93
1077,SFIX,"Stitch Fix, Inc.",454.62M,3.330
1078,CCAP,"Crescent Capital BDC, Inc.",454.52M,12.31
1079,MLAB,"Mesa Laboratories, Inc.",453.42M,82.07
1080,QNC,Quantum eMotion Corp.,452.16M,2.050
1081,GOTU,Gaotu Techedu Inc.,451.14M,1.880
1082,VREX,Varex Imaging Corporation,449.59M,10.73
1083,ANGO,"AngioDynamics, Inc.",449.27M,10.90
1084,NPCE,"NeuroPace, Inc.",449.12M,13.34
1085,BLMN,"Bloomin' Brands, Inc.",448.30M,5.26
1086,FULC,"Fulcrum Therapeutics, Inc.",448.22M,6.73
1087,RR,Richtech Robotics Inc.,447.19M,2.000
1088,VBNK,VersaBank,447.09M,13.79
1089,LDI,"loanDepot, Inc.",445.59M,1.330
1090,CHCT,Community Healthcare Trust Incorporated,443.43M,15.52
1091,VSTM,"Verastem, Inc.",442.69M,5.04
1092,PANL,Pangaea Logistics Solutions Ltd.,442.21M,6.77
1093,FBIZ,"First Business Financial Services, Inc.",442.09M,52.99
1094,XRN,Chiron Real Estate Inc.,441.83M,32.30
1095,SFST,"Southern First Bancshares, Inc.",440.78M,53.55
1096,ELA,Envela Corporation,440.34M,16.96
1097,SCVL,"Shoe Carnival, Inc.",440.06M,16.02
1098,NAUT,"Nautilus Biotechnology, Inc.",439.54M,3.480
1099,ASMB,"Assembly Biosciences, Inc.",439.40M,27.70
1100,BSRR,Sierra Bancorp,439.24M,33.31
1101,CWH,"Camping World Holdings, Inc.",438.92M,6.91
1102,YORW,The York Water Company,436.78M,30.23
1103,ORN,"Orion Group Holdings, Inc.",436.11M,10.88
1104,TWI,"Titan International, Inc.",435.36M,6.80
1105,IACO,Idea Acquisition Corp.,433.56M,9.91
1106,MBVI,M3-Brigade Acquisition Vi Corp.,433.41M,10.05
1107,IDR,"Idaho Strategic Resources, Inc.",432.78M,27.38
1108,IMMX,"Immix Biopharma, Inc.",431.66M,8.15
1109,KBON,Karbon Capital Partners Corp.,431.47M,10.06
1110,BNR,Burning Rock Biotech Limited,431.15M,16.36
1111,STTK,"Shattuck Labs, Inc.",430.82M,6.02
1112,SWMR,"Swarmer, Inc",430.59M,34.87
1113,CMCL,Caledonia Mining Corporation Plc,429.92M,22.27
1114,BDN,Brandywine Realty Trust,429.07M,2.470
1115,ESEA,Euroseas Ltd.,429.07M,60.81
1116,GRVY,"Gravity Co., Ltd.",428.47M,61.66
1117,BTBT,"Bit Digital, Inc.",427.82M,1.310
1118,ATNI,"ATN International, Inc.",427.68M,27.83
1119,FEIM,"Frequency Electronics, Inc.",427.43M,43.43
1120,ENGN,enGene Holdings Inc.,426.72M,6.37
1121,DBCA,D. Boral Acquisition I Corp.,426.66M,10.00
1122,GRPN,"Groupon, Inc.",426.58M,10.47
1123,OBT,"Orange County Bancorp, Inc.",425.79M,31.85
1124,KRAQ,KRAKacquisition Corp.,425.64M,10.03
1125,ABSI,Absci Corporation,425.40M,2.780
1126,ACRS,"Aclaris Therapeutics, Inc.",424.50M,3.520
1127,BLND,"Blend Labs, Inc.",424.24M,1.650
1128,IEAG,Infinite Eagle Acquisition Corp.,423.50M,10.15
1129,IHRT,"iHeartMedia, Inc.",421.80M,2.800
1130,TRX,TRX Gold Corporation,420.14M,1.320
1131,EPRX,Eupraxia Pharmaceuticals Inc.,419.28M,6.72
1132,MRVI,"Maravai LifeSciences Holdings, Inc.",418.66M,2.860
1133,LE,"Lands' End, Inc.",418.22M,13.60
1134,BMBL,Bumble Inc.,418.01M,3.220
1135,AUNA,Auna S.A.,417.93M,5.65
1136,CBIO,"Crescent Biopharma, Inc.",417.76M,15.16
1137,BCAR,D. Boral ARC Acquisition I Corp.,417.56M,10.14
1138,BGS,"B&G Foods, Inc.",416.65M,5.21
1139,NATR,"Nature's Sunshine Products, Inc.",416.33M,23.78
1140,ASTL,Algoma Steel Group Inc.,415.54M,3.960
1141,MESH,Meshflow Acquisition Corp.,415.38M,9.89
1142,SPIR,"Spire Global, Inc.",414.11M,12.36
1143,LOCO,"El Pollo Loco Holdings, Inc.",413.70M,13.81
1144,WYFI,"WhiteFiber, Inc.",413.58M,10.78
1145,CBAN,"Colony Bankcorp, Inc.",413.17M,19.52
1146,EBS,Emergent BioSolutions Inc.,413.15M,7.93
1147,FRPH,"FRP Holdings, Inc.",412.90M,21.60
1148,NATH,"Nathan's Famous, Inc.",412.27M,100.69
1149,RNGR,"Ranger Energy Services, Inc.",412.13M,17.50
1150,MTW,"The Manitowoc Company, Inc.",411.85M,11.61
1151,LSAK,"Lesaka Technologies, Inc.",411.21M,4.900
1152,CDZI,Cadiz Inc.,410.56M,4.940
1153,RCKT,"Rocket Pharmaceuticals, Inc.",409.31M,3.770
1154,LAND,Gladstone Land Corporation,409.00M,9.87
1155,BMRC,Bank of Marin Bancorp,408.48M,25.33
1156,VNDA,Vanda Pharmaceuticals Inc.,408.44M,6.91
1157,STRO,"Sutro Biopharma, Inc.",408.22M,24.64
1158,AVIR,"Atea Pharmaceuticals, Inc.",407.92M,5.12
1159,COFS,"ChoiceOne Financial Services, Inc.",407.81M,27.22
1160,BXC,BlueLinx Holdings Inc.,407.66M,51.82
1161,SGU,"Star Group, L.P.",406.71M,12.37
1162,SBC,SBC Medical Group Holdings Incorporated,406.20M,3.960
1163,CMCO,Columbus McKinnon Corporation,404.36M,14.07
1164,ITIC,Investors Title Company,404.34M,214.21
1165,TDUP,ThredUp Inc.,403.98M,3.180
1166,MSB,Mesabi Trust,401.08M,30.57
1167,RGNX,REGENXBIO Inc.,400.52M,7.76
1168,MYGN,"Myriad Genetics, Inc.",400.21M,4.280
1169,LXEO,"Lexeo Therapeutics, Inc.",398.51M,5.46
1170,SOHU,Sohu.com Limited,398.33M,15.28
1171,VHI,"Valhi, Inc.",398.21M,14.07
1172,AURA,"Aura Biosciences, Inc.",398.17M,6.27
1173,PDLB,"Ponce Financial Group, Inc.",397.62M,16.46
1174,MGPI,"MGP Ingredients, Inc.",397.36M,18.60
1175,WTBA,"West Bancorporation, Inc.",396.75M,23.42
1176,CYH,"Community Health Systems, Inc.",396.47M,2.860
1177,FRBA,First Bank,395.76M,15.77
1178,LND,BrasilAgro - Companhia Brasileira de Propriedades AgrÃ­colas,395.47M,3.970
1179,CZNC,Citizens & Northern Corporation,394.03M,22.00
