No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
1001,MOB,Mobilicom Limited,60.21M,4.930
1002,HOUR,"Hour Loop, Inc.",60.16M,1.710
1003,IZEA,"IZEA Worldwide, Inc.",60.16M,3.470
1004,EXOZ,"eXoZymes, Inc.",59.97M,7.15
1005,FSEA,"First Seacoast Bancorp, Inc.",59.71M,12.72
1006,BLNE,"Beeline Holdings, Inc.",59.67M,2.150
1007,RGS,Regis Corporation,59.60M,23.85
1008,NOMA,Nomadar Corp.,59.41M,3.770
1009,AIRT,"Air T, Inc.",59.38M,-
1010,HOVR,New Horizon Aircraft Ltd.,59.30M,1.340
1011,SEAT,Vivid Seats Inc.,59.21M,5.50
1012,PODC,"PodcastOne, Inc.",59.21M,2.180
1013,DRIO,DarioHealth Corp.,59.21M,8.11
1014,DXR,Daxor Corporation,59.09M,10.14
1015,CYPH,Cypherpunk Technologies Inc.,59.08M,0.657
1016,ICCC,ImmuCell Corporation,58.98M,6.52
1017,VHC,VirnetX Holding Corporation,58.82M,14.05
1018,AVD,American Vanguard Corporation,58.79M,2.060
1019,CTM,"Castellum, Inc.",58.67M,0.620
1020,MWG,Multi Ways Holdings Limited,58.67M,1.760
1021,HSPT,Horizon Space Acquisition II Corp.,58.57M,6.45
1022,DIT,AMCON Distributing Company,58.27M,89.55
1023,ZTEK,Zentek Ltd.,58.25M,0.531
1024,MNY,MoneyHero Limited,58.24M,1.310
1025,PRTS,"CarParts.com, Inc.",58.14M,0.825
1026,ELBM,Electra Battery Materials Corporation,57.94M,0.547
1027,ETHM,Dynamix Corporation,57.93M,10.47
1028,CAPN,Cayson Acquisition Corp,57.80M,10.93
1029,BDL,"Flanigan's Enterprises, Inc.",57.62M,31.00
1030,MYPS,"PLAYSTUDIOS, Inc.",57.61M,0.449
1031,ANVS,"Annovis Bio, Inc.",57.56M,2.030
1032,EDRY,EuroDry Ltd.,57.44M,19.87
1033,KBSX,FST Corp.,57.30M,1.280
1034,ATHE,Alterity Therapeutics Limited,57.28M,3.160
1035,APWC,Asia Pacific Wire & Cable Corporation Limited,57.24M,1.388
1036,SELF,"Global Self Storage, Inc.",57.16M,5.04
1037,DCGO,DocGo Inc.,56.80M,0.575
1038,SJ,Scienjoy Holding Corporation,56.73M,1.340
1039,YIBO,Planet Image International Limited,56.34M,0.951
1040,TCRX,"TScan Therapeutics, Inc.",56.25M,0.989
1041,ELTK,Eltek Ltd.,56.05M,8.34
1042,HAIN,"The Hain Celestial Group, Inc.",56.03M,0.616
1043,DDC,DDC Enterprise Limited,55.72M,1.940
1044,ZCMD,Zhongchao Inc.,55.66M,1.810
1045,LVO,"LiveOne, Inc.",55.55M,4.770
1046,GMHS,Gamehaus Holdings Inc.,55.50M,1.040
1047,CLNN,Clene Inc.,55.48M,4.710
1048,FSHP,Flag Ship Acquisition Corporation,55.18M,10.98
1049,LFVN,LifeVantage Corporation,55.01M,4.300
1050,NXXT,"NextNRG, Inc.",54.84M,0.418
1051,KLXE,"KLX Energy Services Holdings, Inc.",54.68M,2.800
1052,STKS,"The ONE Group Hospitality, Inc.",54.68M,1.745
1053,OKUR,"OnKure Therapeutics, Inc.",54.56M,3.990
1054,EURK,Eureka Acquisition Corp,54.53M,11.30
1055,FEAM,"5E Advanced Materials, Inc.",54.38M,1.310
1056,NDLS,Noodles & Company,54.17M,9.20
1057,UEIC,Universal Electronics Inc.,54.16M,4.210
1058,CATO,The Cato Corporation,54.09M,2.740
1059,HFBL,"Home Federal Bancorp, Inc. of Louisiana",53.62M,17.44
1060,MDIA,MediaCo Holding Inc.,53.61M,0.655
1061,EONR,EON Resources Inc.,53.47M,1.070
1062,TGE,The Generation Essentials Group,53.31M,1.100
1063,IMA,"ImageneBio, Inc.",53.27M,5.00
1064,HYFT,MindWalk Holdings Corp.,53.14M,1.070
