No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
501,FOLD,"Amicus Therapeutics, Inc.",4.52B,14.41
502,LOPE,"Grand Canyon Education, Inc.",4.52B,166.58
503,OUT,OUTFRONT Media Inc.,4.52B,25.65
504,WAY,Waystar Holding Corp.,4.51B,23.54
505,PAM,Pampa EnergÃ­a S.A.,4.51B,83.92
506,CACC,Credit Acceptance Corporation,4.51B,419.49
507,MTN,"Vail Resorts, Inc.",4.51B,126.49
508,UNF,UniFirst Corporation,4.49B,248.62
509,CRGY,Crescent Energy Company,4.49B,13.70
510,SIGI,"Selective Insurance Group, Inc.",4.49B,74.68
511,OSIS,"OSI Systems, Inc.",4.49B,272.33
512,DUOL,"Duolingo, Inc.",4.48B,95.35
513,RAL,Ralliant Corporation,4.46B,39.92
514,SNDR,"Schneider National, Inc.",4.46B,25.44
515,EBC,"Eastern Bankshares, Inc.",4.46B,19.01
516,PFSI,"PennyMac Financial Services, Inc.",4.46B,85.47
517,BGC,"BGC Group, Inc.",4.46B,9.40
518,RDN,Radian Group Inc.,4.44B,32.59
519,RGTI,"Rigetti Computing, Inc.",4.42B,13.32
520,HIMS,"Hims & Hers Health, Inc.",4.42B,19.38
521,REYN,Reynolds Consumer Products Inc.,4.39B,20.89
522,CRSP,CRISPR Therapeutics AG,4.39B,45.75
523,MIR,"Mirion Technologies, Inc.",4.38B,17.89
524,DOCS,"Doximity, Inc.",4.38B,23.69
525,BDC,Belden Inc.,4.37B,112.88
526,RDNT,"RadNet, Inc.",4.36B,56.15
527,CSW,"CSW Industrials, Inc.",4.35B,263.91
528,OLED,Universal Display Corporation,4.33B,91.87
529,MAT,"Mattel, Inc.",4.32B,14.30
530,PTEN,"Patterson-UTI Energy, Inc.",4.31B,11.36
531,BFAM,Bright Horizons Family Solutions Inc.,4.30B,77.99
532,MRCY,"Mercury Systems, Inc.",4.29B,71.40
533,S,"SentinelOne, Inc.",4.28B,12.58
534,OPCH,"Option Care Health, Inc.",4.27B,27.27
535,AIR,AAR Corp.,4.26B,107.25
536,BMI,"Badger Meter, Inc.",4.25B,145.81
537,VVV,Valvoline Inc.,4.25B,33.42
538,FHI,"Federated Hermes, Inc.",4.25B,56.00
539,UUUU,Energy Fuels Inc.,4.25B,17.61
540,MYRG,MYR Group Inc.,4.25B,273.47
541,WING,Wingstop Inc.,4.25B,154.46
542,MWA,"Mueller Water Products, Inc.",4.23B,27.04
543,TNL,Travel + Leisure Co.,4.22B,67.69
544,SAIC,Science Applications International Corporation,4.22B,97.26
545,MDU,"MDU Resources Group, Inc.",4.21B,20.61
546,ALM,Almonty Industries Inc.,4.21B,14.91
547,KEN,Kenon Holdings Ltd.,4.20B,80.60
548,IBOC,International Bancshares Corporation,4.19B,67.36
549,VCTR,"Victory Capital Holdings, Inc.",4.17B,65.13
550,HLNE,Hamilton Lane Incorporated,4.16B,94.77
551,FSLY,"Fastly, Inc.",4.16B,27.43
552,THO,"THOR Industries, Inc.",4.16B,79.12
553,FFIN,"First Financial Bankshares, Inc.",4.15B,28.99
554,BCO,The Brink's Company,4.15B,100.77
555,ALK,"Alaska Air Group, Inc.",4.15B,36.16
556,ASB,Associated Banc-Corp,4.13B,24.87
557,RYAN,"Ryan Specialty Holdings, Inc.",4.12B,31.74
558,SNEX,StoneX Group Inc.,4.11B,78.36
559,KC,Kingsoft Cloud Holdings Limited,4.11B,13.59
560,TCBI,"Texas Capital Bancshares, Inc.",4.09B,92.67
561,TDW,Tidewater Inc.,4.08B,82.40
562,MMSI,"Merit Medical Systems, Inc.",4.08B,68.73
563,USAC,"USA Compression Partners, LP",4.08B,28.17
564,MMED,"Minimed Group, Inc.",4.06B,14.47
565,ACIW,"ACI Worldwide, Inc.",4.06B,39.88
566,EMAT,Evolution Metals & Technologies Corp.,4.05B,6.83
567,VISN,"Vistance Networks, Inc.",4.05B,17.95
568,NOVT,Novanta Inc.,4.04B,113.15
569,SLM,SLM Corporation,4.03B,20.36
570,NVST,Envista Holdings Corporation,4.03B,24.60
571,LBTYA,Liberty Global Ltd.,4.03B,11.97
572,TPC,Tutor Perini Corporation,4.02B,76.15
573,GPOR,Gulfport Energy Corporation,4.02B,216.42
574,SLGN,Silgan Holdings Inc.,4.02B,38.08
575,SKY,"Champion Homes, Inc.",4.01B,72.54
576,MTH,Meritage Homes Corporation,4.01B,60.00
