No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
501,ALTS,ALT5 Sigma Corporation,155.40M,1.230
502,DLNG,Dynagas LNG Partners LP,155.14M,4.260
503,RNAC,"Cartesian Therapeutics, Inc.",155.08M,5.85
504,FNWD,Finward Bancorp,154.81M,35.75
505,GDC,GD Culture Group Limited,154.52M,2.760
506,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",154.48M,8.71
507,BHR,Braemar Hotels & Resorts Inc.,153.84M,2.240
508,RAIL,"FreightCar America, Inc.",153.35M,8.04
509,DGXX,Digi Power X Inc.,152.68M,2.060
510,KIDZ,"Classover Holdings, Inc.",152.33M,2.480
511,APYX,Apyx Medical Corporation,152.26M,3.640
512,HNVR,"Hanover Bancorp, Inc.",152.05M,21.20
513,VTVT,vTv Therapeutics Inc.,151.68M,38.51
514,MOLN,Molecular Partners AG,151.61M,4.053
515,SRG,Seritage Growth Properties,151.51M,2.690
516,SXTC,"China SXT Pharmaceuticals, Inc.",150.84M,1.300
517,VOR,Vor Biopharma Inc.,150.75M,14.48
518,WHG,"Westwood Holdings Group, Inc.",150.71M,15.89
519,HUMA,"Humacyte, Inc.",150.00M,0.676
520,KRRO,"Korro Bio, Inc.",149.99M,10.40
521,BCBP,"BCB Bancorp, Inc.",149.98M,8.64
522,WPAC,White Pearl Acquisition Corp.,149.57M,10.25
523,INAC,Indigo Acquisition Corp.,149.47M,10.13
524,WHWK,"Whitehawk Therapeutics, Inc.",149.14M,3.160
525,ZNTL,"Zentalis Pharmaceuticals, Inc.",148.96M,2.100
526,DTIL,"Precision BioSciences, Inc.",148.85M,6.02
527,XYF,X Financial,148.82M,3.640
528,CCLD,"CareCloud, Inc.",148.30M,3.490
529,YCY,AA Mission Acquisition Corp. II,147.79M,-
530,HRTX,"Heron Therapeutics, Inc.",147.76M,0.784
531,OXSQ,Oxford Square Capital Corp.,147.02M,1.680
532,NKTX,"Nkarta, Inc.",146.86M,2.060
533,EVAX,Evaxion A/S,146.79M,3.520
534,ONEW,OneWater Marine Inc.,146.36M,8.81
535,PNBK,"Patriot National Bancorp, Inc.",146.04M,1.270
536,MDV,"Modiv Industrial, Inc.",145.71M,14.12
537,TKNO,"Alpha Teknova, Inc.",145.22M,2.710
538,ZIP,"ZipRecruiter, Inc.",145.19M,1.720
539,LARK,"Landmark Bancorp, Inc.",145.06M,23.88
540,YRD,Yiren Digital Ltd.,144.99M,1.680
541,ATOM,Atomera Incorporated,144.72M,3.740
542,DOUG,Douglas Elliman Inc.,144.68M,1.640
543,EMPG,Empro Group Inc.,144.63M,17.36
544,EMPD,Empery Digital Inc.,144.60M,3.970
545,ECBK,"ECB Bancorp, Inc.",144.50M,16.46
546,PRQR,ProQR Therapeutics N.V.,144.34M,1.370
547,TNYA,"Tenaya Therapeutics, Inc.",144.33M,0.665
548,CEPS,"Cantor Equity Partners VI, Inc.",144.29M,10.09
549,UIS,Unisys Corporation,144.05M,2.020
550,MENS,Jyong Biotech Ltd.,144.01M,1.940
551,TONX,TON Strategy Company,143.89M,2.435
552,CDXS,"Codexis, Inc.",143.57M,1.580
553,USGO,U.S. GoldMining Inc.,143.48M,10.77
554,SPCE,"Virgin Galactic Holdings, Inc.",142.83M,2.260
555,NVX,NOVONIX Limited,142.81M,0.680
556,DUOT,"Duos Technologies Group, Inc.",142.70M,6.99
557,LPRO,Open Lending Corporation,142.39M,1.210
558,IMUX,"Immunic, Inc.",142.21M,1.090
559,SRBK,"SR Bancorp, Inc.",141.95M,17.03
560,GIG,GigCapital7 Corp.,141.93M,10.65
561,NNOX,Nano-X Imaging Ltd.,141.31M,2.210
562,HQI,"HireQuest, Inc.",141.21M,10.02
563,ACHV,"Achieve Life Sciences, Inc.",141.09M,2.650
564,SPWR,SunPower Inc.,140.97M,1.250
565,RMBI,"Richmond Mutual Bancorporation, Inc.",140.72M,13.40
566,DOYU,DouYu International Holdings Limited,140.63M,4.660
567,BDSX,"Biodesix, Inc.",140.09M,14.21
568,FOA,Finance of America Companies Inc.,139.82M,16.35
569,EDAP,EDAP TMS S.A.,139.81M,3.645
570,AP,Ampco-Pittsburgh Corporation,139.44M,6.86
571,XFLH,XFLH Capital Corporation,138.61M,9.96
572,MGNI,"Magnite, Inc.",138.11M,11.65
573,RCMT,"RCM Technologies, Inc.",137.84M,18.60
574,TUSK,"Mammoth Energy Services, Inc.",137.82M,2.850
575,AXR,AMREP Corporation,137.40M,25.90
576,UNCY,"Unicycive Therapeutics, Inc.",137.33M,6.39
577,LFCR,"Lifecore Biomedical, Inc.",137.13M,3.660
578,WSHP,WeShop Holdings Limited,136.17M,5.81
579,FATE,"Fate Therapeutics, Inc.",136.03M,1.170
580,SRI,"Stoneridge, Inc.",135.60M,4.840
581,SCPQ,Social Commerce Partners Corporation,135.46M,-
582,UAC,United Acquisition Corp. I,135.17M,-
583,SPRO,"Spero Therapeutics, Inc.",134.89M,2.330
584,BHAV,BHAV Acquisition Corp,134.86M,-
585,JMG,JM Group Limited,134.27M,6.61
586,ACR,ACRES Commercial Realty Corp.,134.21M,18.82
587,ORMP,Oramed Pharmaceuticals Inc.,133.88M,3.310
588,INVZ,Innoviz Technologies Ltd.,133.76M,0.624
589,CTW,CTW Cayman,133.50M,2.225
590,OWLT,"Owlet, Inc.",133.20M,4.730
