No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
501,MBRX,"Moleculin Biotech, Inc.",13.02M,2.440
502,CSAI,Cloudastructure Inc.,12.98M,0.663
503,GTEC,Greenland Technologies Holding Corporation,12.97M,0.681
504,GTBP,"GT Biopharma, Inc.",12.90M,0.409
505,BNGO,"Bionano Genomics, Inc.",12.87M,1.160
506,ZBAO,Zhibao Technology Inc.,12.83M,0.790
507,BCDA,"BioCardia, Inc.",12.80M,1.170
508,CDT,CDT Equity Inc.,12.79M,7.85
509,PETZ,"TDH Holdings, Inc.",12.59M,1.220
510,BTTC,Black Titan Corporation,12.59M,1.260
511,GTIM,Good Times Restaurants Inc.,12.54M,1.188
512,LTRN,Lantern Pharma Inc.,12.53M,1.120
513,WVVI,"Willamette Valley Vineyards, Inc.",12.50M,2.510
514,HOTH,"Hoth Therapeutics, Inc.",12.50M,0.806
515,DFNS,T3 Defense Inc.,12.47M,0.749
516,NXPL,NextPlat Corp,12.44M,0.473
517,GCDT,Green Circle Decarbonize Technology Limited,12.41M,0.964
518,GXAI,Gaxos.ai Inc.,12.26M,1.200
519,BNKK,"Bonk, Inc.",12.19M,2.320
520,MODD,"Modular Medical, Inc.",12.19M,0.157
521,JBDI,JBDI Holdings Limited,12.18M,0.640
522,MSW,Ming Shing Group Holdings Limited,12.18M,0.939
523,IDAI,T Stamp Inc.,12.17M,2.320
524,TOMZ,"TOMI Environmental Solutions, Inc.",12.14M,0.600
525,KAPA,"Kairos Pharma, Ltd.",12.06M,0.579
526,JUNS,"Jupiter Neurosciences, Inc.",12.05M,0.350
527,EFOI,"Energy Focus, Inc.",11.98M,1.900
528,DSY,Big Tree Cloud Holdings Limited,11.96M,2.750
529,MBAI,Check-Cap Ltd.,11.95M,1.640
530,OSRH,"OSR Holdings, Inc.",11.93M,0.465
531,ELOG,Eastern International Ltd.,11.90M,0.990
532,GDTC,CytoMed Therapeutics Limited,11.89M,1.030
533,AMS,American Shared Hospital Services,11.87M,1.814
534,MTEX,"Mannatech, Incorporated",11.86M,-
535,SLAI,SOLAI Limited,11.83M,0.724
536,REBN,"Reborn Coffee, Inc.",11.65M,1.950
537,BTOC,Armlogi Holding Corp.,11.62M,0.256
538,CCHH,CCH Holdings Ltd,11.52M,0.640
539,MARPS,Marine Petroleum Trust,11.50M,5.75
540,MTEK,Maris-Tech Ltd.,11.49M,1.280
541,CLRB,"Cellectar Biosciences, Inc.",11.45M,2.700
542,SNGX,"Soligenix, Inc.",11.40M,1.130
543,COSM,Cosmos Health Inc.,11.35M,0.325
544,CMBM,Cambium Networks Corporation,11.33M,0.401
545,TRIB,Trinity Biotech plc,11.25M,0.601
546,AGAE,Allied Gaming & Entertainment Inc.,11.25M,0.296
547,ETS,Elite Express Holding Inc.,11.23M,0.672
548,GGRP,"The Glimpse Group, Inc.",11.22M,0.532
549,ARTW,"Art's-Way Manufacturing Co., Inc.",11.03M,2.130
550,SBDS,"Solo Brands, Inc.",10.97M,4.280
551,ICU,SeaStar Medical Holding Corporation,10.94M,2.740
