No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
1,MAAS,Maase Inc.,50.00M,5.52
2,GNS,Genius Group Limited,49.78M,0.320
3,MGX,"Metagenomi Therapeutics, Inc.",49.66M,1.320
4,OSTX,OS Therapies Incorporated,49.65M,1.410
5,DSWL,"Deswell Industries, Inc.",49.56M,3.110
6,SDM,Smart Digital Group Limited,49.44M,1.850
7,LUNG,Pulmonx Corporation,49.42M,1.170
8,AXIL,"AXIL Brands, Inc.",49.18M,7.23
9,SPWH,"Sportsman's Warehouse Holdings, Inc.",48.87M,1.270
10,AAME,Atlantic American Corporation,48.75M,2.390
11,SCLX,Scilex Holding Company,48.62M,6.41
12,EDSA,"Edesa Biotech, Inc.",48.59M,5.82
13,HMR,Heidmar Maritime Holdings Corp.,48.47M,0.833
14,XLO,"Xilio Therapeutics, Inc.",48.11M,8.32
15,MGLD,"The Marygold Companies, Inc.",47.95M,1.120
16,RRGB,"Red Robin Gourmet Burgers, Inc.",47.90M,2.650
17,BHM,"Bluerock Homes Trust, Inc.",47.86M,11.80
18,STEX,Streamex Corp.,47.84M,1.210
19,BRIA,BrilliA Inc,47.79M,1.912
20,CIGL,Concorde International Group Ltd.,47.76M,1.770
21,PETS,"PetMed Express, Inc.",47.72M,2.230
22,ACFN,"Acorn Energy, Inc.",47.62M,19.00
23,ECOR,"electroCore, Inc.",47.53M,5.88
24,MDAI,"Spectral AI, Inc.",47.42M,1.490
25,COLA,Columbus Acquisition Corp,47.37M,10.54
26,CLPR,Clipper Realty Inc.,47.31M,2.930
27,LINK,"Interlink Electronics, Inc.",47.25M,3.000
28,HGBL,Heritage Global Inc.,47.25M,1.360
29,ARAY,Accuray Incorporated,46.99M,0.396
30,CNVS,Cineverse Corp.,46.97M,2.400
31,SACH,Sachem Capital Corp.,46.94M,0.979
32,XHG,XChange TEC.INC,46.91M,0.910
33,ESHA,ESH Acquisition Corp.,46.87M,12.01
34,BEAT,"HeartBeam, Inc.",46.84M,1.140
35,MKTW,"MarketWise, Inc.",46.83M,19.13
36,MATH,Metalpha Technology Holding Limited,46.72M,1.130
37,DOMH,Dominari Holdings Inc.,46.72M,2.880
38,SNBR,Sleep Number Corporation,46.64M,2.040
39,STI,"Solidion Technology, Inc.",46.47M,6.00
40,NTRB,Nutriband Inc.,46.45M,3.860
41,IXHL,Incannex Healthcare Inc.,46.44M,3.240
42,BGM,BGM Group Ltd.,46.18M,0.470
43,POAS,Phaos Technology Holdings (Cayman) Limited,46.13M,1.600
44,OMEX,"Odyssey Marine Exploration, Inc.",46.12M,0.827
45,PLUT,Plutus Financial Group Limited,46.05M,3.000
46,BWEN,"Broadwind, Inc.",45.92M,1.970
47,CPIX,Cumberland Pharmaceuticals Inc.,45.92M,3.070
48,ELUT,Elutia Inc.,45.78M,1.070
49,BENF,Beneficient,45.63M,3.210
50,WYY,WidePoint Corporation,45.61M,4.620
51,USEG,U.S. Energy Corp.,45.60M,1.030
52,AMPG,"AmpliTech Group, Inc.",45.60M,1.800
53,PXS,Pyxis Tankers Inc.,45.58M,4.410
54,PRPO,"Precipio, Inc.",45.50M,25.97
55,KZR,"Kezar Life Sciences, Inc.",45.40M,6.20
56,OTH,Off The Hook YS Inc.,45.36M,1.910
57,LSTA,"Lisata Therapeutics, Inc.",45.34M,5.02
58,IBAC,IB Acquisition Corp.,45.30M,10.66
59,ONMD,OneMedNet Corporation,45.26M,0.887
60,CTOR,"Citius Oncology, Inc.",45.18M,0.512
61,APT,"Alpha Pro Tech, Ltd.",44.82M,4.400
62,STSS,"Sharps Technology, Inc.",44.60M,1.580
63,HCHL,Happy City Holdings Limited,44.36M,1.490
64,REED,"Reed's, Inc.",44.21M,3.740
65,KNRX,Knorex Ltd.,44.12M,1.320
66,SORA,AsiaStrategy,43.76M,1.760
67,ELWT,"Elauwit Connection, Inc.",43.76M,6.61
68,QETA,Quetta Acquisition Corporation,43.64M,11.65
69,FKWL,Franklin Wireless Corp.,43.48M,3.690
70,RLYB,Rallybio Corporation,43.48M,8.22
71,RCT,RedCloud Holdings plc,43.15M,0.780
72,MIRA,"MIRA Pharmaceuticals, Inc.",43.13M,1.030
73,BRFH,"Barfresh Food Group, Inc.",43.01M,2.693
74,TELO,"Telomir Pharmaceuticals, Inc.",42.98M,1.250
75,ALAR,Alarum Technologies Ltd.,42.91M,5.98
76,OFS,OFS Capital Corporation,42.74M,3.190
77,VIVO,VivoPower PLC,42.31M,2.520
78,VTSI,"VirTra, Inc.",42.22M,3.735
79,SLNH,"Soluna Holdings, Inc.",42.16M,0.616
80,GOVX,"GeoVax Labs, Inc.",42.08M,1.400
81,JG,Aurora Mobile Limited,41.98M,7.00
82,VGAS,"Verde Clean Fuels, Inc.",41.89M,1.900
83,GLBS,Globus Maritime Limited,41.87M,1.940
84,MAMO,Massimo Group,41.64M,1.000
85,RNXT,"RenovoRx, Inc.",41.41M,1.130
86,AIB,blockchAIn Digital Infrastructure,41.39M,1.100
87,BOF,BranchOut Food Inc.,41.24M,3.340
88,ALGS,"Aligos Therapeutics, Inc.",41.21M,6.66
89,LNZA,"LanzaTech Global, Inc.",40.93M,17.64
90,FFAI,Faraday Future Intelligent Electric Inc.,40.90M,0.242
91,BVC,BitVentures Limited,40.87M,9.73
92,RYM,"RYTHM, Inc.",40.81M,18.99
93,LIVE,Live Ventures Incorporated,40.73M,13.26
94,LITS,"Lite Strategy, Inc.",40.73M,1.120
95,ATOS,"Atossa Therapeutics, Inc.",40.65M,4.720
96,CNTY,"Century Casinos, Inc.",40.63M,1.380
97,DTSQ,DT Cloud Star Acquisition Corporation,40.55M,11.10
98,PRT,PermRock Royalty Trust,40.39M,3.320
99,DCOY,Decoy Therapeutics Inc.,40.19M,6.30
100,BGL,Blue Gold Limited,40.15M,1.140
101,ZYBT,Zhengye Biotechnology Holding Limited,39.95M,0.843
102,NBY,"NovaBay Pharmaceuticals, Inc.",39.94M,1.500
103,MBBC,"Marathon Bancorp, Inc.",39.92M,13.59
104,LGL,"The LGL Group, Inc.",39.78M,7.19
105,EHTH,"eHealth, Inc.",39.77M,1.280
106,MLGO,MicroAlgo Inc.,39.68M,3.190
107,ESLA,"Estrella Immunopharma, Inc.",39.65M,1.050
108,RDIB,"Reading International, Inc.",39.59M,-
109,PSTV,"Plus Therapeutics, Inc.",39.46M,0.230
