No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
1,PACK,Ranpak Holdings Corp.,299.91M,3.540
2,XWIN,"Nova LifeStyle, Inc.",299.80M,7.16
3,AMRN,Amarin Corporation plc,299.79M,14.41
4,OFLX,"Omega Flex, Inc.",299.70M,29.69
5,TCI,"Transcontinental Realty Investors, Inc.",299.18M,34.63
6,SVC,Service Properties Trust,299.15M,1.780
7,BNED,"Barnes & Noble Education, Inc.",299.06M,8.72
8,BIXI,Bitcoin Infrastructure Acquisition Corp Ltd.,298.63M,9.92
9,CABA,"Cabaletta Bio, Inc.",298.34M,2.680
10,CMII,Columbus Circle Capital Corp II,298.16M,9.99
11,LOKV,Live Oak Acquisition Corp. V,298.14M,10.37
12,TMTS,Spartacus Acquisition Corp. II,297.85M,10.04
13,API,"Agora, Inc.",297.78M,3.410
14,TROO,"TROOPS, Inc.",297.42M,2.350
15,OTGA,OTG Acquisition Corp. I,296.73M,10.05
16,CVEO,Civeo Corporation,296.64M,27.09
17,JENA,Jena Acquisition Corporation II,296.12M,10.22
18,HVMC,Highview Merger Corp.,295.57M,-
19,SVAQ,Silicon Valley Acquisition Corp.,295.23M,9.90
20,AVNW,"Aviat Networks, Inc.",294.95M,22.86
21,GSRF,GSR IV Acquisition Corp.,294.94M,10.03
22,RM,Regional Management Corp.,294.69M,31.36
23,ORGO,Organogenesis Holdings Inc.,294.59M,2.290
24,NBP,NovaBridge Biosciences,292.84M,2.540
25,TOI,"The Oncology Institute, Inc.",292.56M,2.960
26,TCPC,BlackRock TCP Capital Corp.,291.85M,3.440
27,NGEN,NervGen Pharma Corp.,291.52M,3.660
28,ASLE,AerSale Corporation,290.54M,6.15
29,CZFS,"Citizens Financial Services, Inc.",289.92M,60.31
30,ALIT,"Alight, Inc.",289.70M,0.543
31,PTOR,Praetorian Acquisition Corp.,289.08M,-
32,BYND,"Beyond Meat, Inc.",288.97M,0.637
33,IRHO,Iron Horse Acquisitions Corp. II,288.80M,9.85
34,COSO,"CoastalSouth Bancshares, Inc.",288.73M,24.09
35,UCFI,CN Healthy Food Tech Group Corp.,287.81M,5.51
36,CTGO,"Contango Ore, Inc.",287.81M,17.11
37,SSP,The E.W. Scripps Company,287.57M,3.730
38,KCAC,Kensington Capital Acquisition Corp. VI,287.14M,10.05
39,FSTR,L.B. Foster Company,286.96M,27.84
40,KFS,Kingsway Financial Services Inc.,286.86M,9.91
41,NHIC,NewHold Investment Corp III,286.62M,-
42,SI,"Shoulder Innovations, Inc.",286.17M,13.86
43,AACB,Artius II Acquisition Inc.,286.16M,10.34
44,RZLT,"Rezolute, Inc.",286.14M,2.990
45,FSBW,"FS Bancorp, Inc.",286.03M,38.13
46,RCKY,"Rocky Brands, Inc.",285.71M,37.91
47,CIX,CompX International Inc.,285.40M,23.16
48,BACC,Blue Acquisition Corp.,285.21M,-
49,RMNI,"Rimini Street, Inc.",285.08M,3.110
50,JMSB,"John Marshall Bancorp, Inc.",284.98M,20.05
51,LPCV,Launchpad Cadenza Acquisition Corp I,284.91M,-
52,DDD,3D Systems Corporation,284.83M,1.950
53,PNNT,PennantPark Investment Corporation,284.69M,4.360
54,ADAC,American Drive Acquisition Company,284.63M,9.90
55,SMRT,"SmartRent, Inc.",284.49M,1.480
56,IH,iHuman Inc.,284.37M,1.710
57,EM,Smart Share Global Limited,284.04M,1.120
58,GPAC,General Purpose Acquisition Corp.,283.57M,9.92
59,NCMI,"National CineMedia, Inc.",283.16M,3.040
60,MTLS,Materialise NV,282.93M,4.790
61,JRVR,"James River Group Holdings, Inc.",282.71M,6.15
62,NL,"NL Industries, Inc.",281.94M,5.77
63,MBI,MBIA Inc.,281.35M,5.57
64,XSLL,Xsolla SPAC 1,280.62M,9.91
65,LVWR,"LiveWire Group, Inc.",279.95M,1.370
66,DSX,Diana Shipping Inc.,279.05M,2.410
67,AMCX,AMC Networks Inc.,278.50M,6.52
68,BKTI,BK Technologies Corporation,277.86M,73.40
69,JYD,Jayud Global Logistics Limited,277.76M,2.960
70,TVAI,Thayer Ventures Acquisition Corporation II,277.67M,-
71,LWAY,"Lifeway Foods, Inc.",277.24M,18.30
72,APAD,A Paradise Acquisition Corp.,277.03M,10.16
73,EVC,Entravision Communications Corporation,276.81M,3.010
74,PAII,Pyrophyte Acquisition Corp. II,276.76M,10.15
75,GLND,Greenland Energy Company,276.45M,8.21
76,AXIN,Axiom Intelligence Acquisition Corp 1,276.21M,10.13
