No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
501,UWMC,UWM Holdings Corporation,1.01B,3.420
502,FSUN,FirstSun Capital Bancorp,1.01B,36.06
503,BCAX,Bicara Therapeutics Inc.,1.01B,18.37
504,QDEL,QuidelOrtho Corporation,1.01B,14.78
505,CRAI,"CRA International, Inc.",1.01B,153.16
506,ITRN,Ituran Location and Control Ltd.,1.01B,50.54
507,OCFC,OceanFirst Financial Corp.,999.94M,17.42
508,NSP,"Insperity, Inc.",999.43M,26.49
509,TDAY,"USA TODAY Co., Inc.",998.86M,6.79
510,VMET,Versamet Royalties Corporation,998.68M,9.50
511,GOLD,"Gold.com, Inc.",997.21M,39.42
512,AEHR,"Aehr Test Systems, Inc.",996.00M,32.52
513,MFIC,MidCap Financial Investment Corporation,994.97M,10.79
514,BFLY,"Butterfly Network, Inc.",994.68M,3.920
515,DEA,"Easterly Government Properties, Inc.",991.68M,21.41
516,ABCL,AbCellera Biologics Inc.,991.33M,3.270
517,PRSU,"Pursuit Attractions and Hospitality, Inc.",990.21M,35.34
518,NPK,"National Presto Industries, Inc.",988.32M,137.95
519,AVO,"Mission Produce, Inc.",987.59M,13.94
520,PCRX,"Pacira BioSciences, Inc.",984.33M,22.88
521,NBN,Northeast Bank,983.72M,108.80
522,MMI,"Marcus & Millichap, Inc.",983.01M,25.71
523,EPC,Edgewell Personal Care Company,981.95M,21.02
524,KALV,"KalVista Pharmaceuticals, Inc.",977.06M,19.33
525,PMT,PennyMac Mortgage Investment Trust,974.59M,11.20
526,ALVO,Alvotech,973.49M,3.110
527,IGIC,International General Insurance Holdings Ltd.,971.75M,23.16
528,CSR,Centerspace,969.05M,57.77
529,GNK,Genco Shipping & Trading Limited,967.72M,22.34
530,HDL,Super Hi International Holding Ltd.,966.99M,14.87
531,FMBH,"First Mid Bancshares, Inc.",966.19M,40.12
532,CMP,"Compass Minerals International, Inc.",964.95M,23.05
533,EXPI,"eXp World Holdings, Inc.",964.69M,5.99
534,SAFE,Safehold Inc.,964.41M,13.44
535,MFA,"MFA Financial, Inc.",963.77M,9.44
536,OCSL,Oaktree Specialty Lending Corporation,963.66M,10.94
537,TH,Target Hospitality Corp.,962.47M,9.61
538,XIFR,"XPLR Infrastructure, LP",962.22M,10.24
539,CRON,Cronos Group Inc.,960.82M,2.500
540,MSEX,Middlesex Water Company,959.44M,51.80
541,ASM,Avino Silver & Gold Mines Ltd.,956.84M,5.94
542,PLOW,"Douglas Dynamics, Inc.",956.17M,41.42
543,SSII,"SS Innovations International, Inc.",954.29M,4.910
544,PCT,"PureCycle Technologies, Inc.",953.56M,5.28
545,RZLV,Rezolve AI PLC,953.20M,2.390
546,YALA,Yalla Group Limited,950.00M,6.01
547,AVBP,"ArriVent BioPharma, Inc.",948.57M,21.46
548,LZ,"LegalZoom.com, Inc.",947.61M,5.48
549,LMB,"Limbach Holdings, Inc.",943.69M,80.80
550,UVE,"Universal Insurance Holdings, Inc.",943.04M,33.67
551,UVSP,Univest Financial Corporation,941.36M,33.52
552,SBGI,"Sinclair, Inc.",941.07M,13.14
553,CHA,Chagee Holdings Limited,941.03M,9.53
554,UTL,Unitil Corporation,940.02M,52.27
555,CMPX,"Compass Therapeutics, Inc.",938.26M,5.21
556,NEO,"NeoGenomics, Inc.",933.35M,7.19
557,SIFY,Sify Technologies Limited,933.32M,12.90
558,UFCS,"United Fire Group, Inc.",931.81M,36.51
559,XERS,"Xeris Biopharma Holdings, Inc.",931.13M,5.40
560,NBBK,"NB Bancorp, Inc.",930.34M,20.40
561,DAKT,"Daktronics, Inc.",929.74M,19.25
562,COUR,"Coursera, Inc.",926.78M,5.51
563,QURE,uniQure N.V.,923.56M,14.77
564,KODK,Eastman Kodak Company,922.35M,9.46
565,PGY,Pagaya Technologies Ltd.,921.82M,11.17
566,ESQ,"Esquire Financial Holdings, Inc.",919.99M,106.52
567,EQBK,"Equity Bancshares, Inc.",917.57M,43.71
568,ARHS,"Arhaus, Inc.",917.30M,6.50
569,OPY,Oppenheimer Holdings Inc.,917.21M,87.46
570,TDOC,"Teladoc Health, Inc.",916.96M,5.14
571,AZTA,"Azenta, Inc.",916.62M,19.90
572,ODC,Oil-Dri Corporation of America,916.29M,63.28
573,CERT,"Certara, Inc.",915.05M,5.75
574,KBDC,"Kayne Anderson BDC, Inc.",914.91M,13.66
575,LQDT,"Liquidity Services, Inc.",914.60M,29.49
576,ASIC,Ategrity Specialty Insurance Company Holdings,914.23M,19.02
577,BHRB,Burke & Herbert Financial Services Corp.,913.99M,60.78
578,JBSS,"John B. Sanfilippo & Son, Inc.",906.78M,77.59
579,BUR,Burford Capital Limited,906.24M,4.140
580,SBSI,"Southside Bancshares, Inc.",903.96M,30.40
581,MOMO,Hello Group Inc.,901.56M,5.74
582,CSIQ,Canadian Solar Inc.,900.54M,13.45
583,CFFN,"Capitol Federal Financial, Inc.",898.52M,6.92
584,GERN,Geron Corporation,896.76M,1.400
585,BLFS,"BioLife Solutions, Inc.",895.07M,18.59
586,ODV,Osisko Development Corp.,892.18M,2.930
587,HPK,"HighPeak Energy, Inc.",891.67M,7.10
