Date,close
2000-01-03,6.07515811920166
2000-01-04,6.201349258422852
2000-01-05,6.039103984832764
2000-01-06,6.093186378479004
2000-01-07,6.273455619812012
2000-01-10,6.309511184692383
2000-01-11,6.3996477127075195
2000-01-12,6.59794807434082
2000-01-13,6.59794807434082
2000-01-14,6.579918384552002
2000-01-18,6.561891555786133
2000-01-19,6.435702800750732
2000-01-20,6.67005729675293
2000-01-21,6.561891555786133
2000-01-24,6.579918384552002
2000-01-25,6.634001731872559
2000-01-26,6.652026653289795
2000-01-27,6.59794807434082
2000-01-28,6.561891555786133
2000-01-31,6.309511184692383
2000-02-01,5.966994762420654
2000-02-02,6.147266864776611
2000-02-03,6.237402439117432
2000-02-04,6.183321952819824
2000-02-07,6.093186378479004
2000-02-08,5.912914276123047
2000-02-09,5.768697738647461
2000-02-10,5.444206714630127
2000-02-11,5.462233543395996
2000-02-14,5.263934135437012
2000-02-15,5.19182825088501
2000-02-16,5.155773639678955
2000-02-17,4.993527889251709
2000-02-18,4.867338180541992
2000-02-22,4.939446449279785
2000-02-23,4.939446449279785
2000-02-24,4.903392314910889
2000-02-25,4.975499153137207
2000-02-28,5.426179885864258
2000-02-29,5.660533428192139
2000-03-01,5.858830451965332
2000-03-02,5.8948869705200195
2000-03-03,5.912914276123047
2000-03-06,5.750670909881592
2000-03-07,5.444206714630127
2000-03-08,4.975499153137207
2000-03-09,4.885364055633545
2000-03-10,4.957475185394287
2000-03-13,5.011555194854736
2000-03-14,4.903392314910889
2000-03-15,5.263934135437012
2000-03-16,5.624478816986084
2000-03-17,5.606452941894531
2000-03-20,5.480262756347656
2000-03-21,5.336044788360596
2000-03-22,5.372100353240967
2000-03-23,5.516316890716553
2000-03-24,5.768697738647461
2000-03-27,5.768697738647461
2000-03-28,5.299990177154541
2000-03-29,5.263934135437012
2000-03-30,5.480262756347656
2000-03-31,5.498289108276367
2000-04-03,5.768697738647461
2000-04-04,5.80475378036499
2000-04-05,5.858830451965332
2000-04-06,5.930941581726074
2000-04-07,5.912914276123047
2000-04-10,5.8948869705200195
2000-04-11,5.750670909881592
2000-04-12,6.003049850463867
2000-04-13,5.8408050537109375
2000-04-14,5.876858711242676
2000-04-17,5.948969841003418
2000-04-18,6.003049850463867
2000-04-19,5.912914276123047
2000-04-20,5.696585178375244
2000-04-24,5.281961441040039
2000-04-25,5.372100353240967
2000-04-26,5.570398807525635
2000-04-27,5.660533428192139
2000-04-28,3.821760892868042
2000-05-01,3.821760892868042
2000-05-02,3.5153005123138428
2000-05-03,3.4792444705963135
2000-05-04,3.605435371398926
2000-05-05,3.5153005123138428
2000-05-08,3.335028648376465
2000-05-09,3.4792444705963135
2000-05-10,3.353055238723755
2000-05-11,3.29897403717041
2000-05-12,3.172783374786377
2000-05-15,3.172783374786377
2000-05-16,3.118701219558716
2000-05-17,2.938429355621338
2000-05-18,3.0646204948425293
2000-05-19,3.046593189239502
2000-05-22,3.136727809906006
2000-05-23,3.244891405105591
2000-05-24,3.3170008659362793
2000-05-25,3.262918472290039
2000-05-26,3.100674629211426
2000-05-30,3.172783374786377
2000-05-31,3.2809457778930664
2000-06-01,3.29897403717041
2000-06-02,3.335028648376465
2000-06-05,3.3170008659362793
2000-06-06,3.2088379859924316
2000-06-07,3.3170008659362793
2000-06-08,3.2809457778930664
2000-06-09,3.3170008659362793
2000-06-12,3.335028648376465
2000-06-13,3.3710830211639404
2000-06-14,3.4071357250213623
2000-06-15,3.3891098499298096
2000-06-16,3.4612185955047607
2000-06-19,3.4071357250213623
2000-06-20,3.353055238723755
2000-06-21,3.4071357250213623
2000-06-22,3.2088379859924316
2000-06-23,3.136727809906006
2000-06-26,3.1547555923461914
2000-06-27,3.4071357250213623
2000-06-28,3.425164222717285
2000-06-29,3.2809457778930664
2000-06-30,3.244891405105591
2000-07-03,3.3710830211639404
2000-07-05,3.172783374786377
2000-07-06,3.172783374786377
2000-07-07,3.0826475620269775
2000-07-10,3.0826475620269775
2000-07-11,3.0826475620269775
2000-07-12,3.046593189239502
2000-07-13,3.172783374786377
2000-07-14,3.244891405105591
2000-07-17,3.29897403717041
2000-07-18,3.29897403717041
2000-07-19,3.335028648376465
2000-07-20,3.5153005123138428
2000-07-21,3.5693793296813965
2000-07-24,3.5874083042144775
2000-07-25,3.497272253036499
2000-07-26,3.3170008659362793
2000-07-27,3.605435371398926
2000-07-28,3.551354169845581
2000-07-31,3.4612185955047607
2000-08-01,3.4612185955047607
2000-08-02,3.4792444705963135
2000-08-03,3.4071357250213623
2000-08-04,3.4612185955047607
2000-08-07,3.497272253036499
2000-08-08,3.497272253036499
2000-08-09,3.443190813064575
2000-08-10,3.172783374786377
2000-08-11,3.2088379859924316
2000-08-14,3.335028648376465
2000-08-15,3.3170008659362793
2000-08-16,3.4792444705963135
