Date,low
2000-06-29,10.641532377066964
2000-06-30,10.832410705242461
2000-07-03,10.999427585082124
2000-07-05,10.880126811641805
2000-07-06,10.951707537782255
2000-07-07,10.713109016418457
2000-07-10,10.689248232627905
2000-07-11,10.784691493574442
2000-07-12,10.736968489629191
2000-07-13,10.736970901489258
2000-07-14,10.880129942601174
2000-07-17,10.83241203941576
2000-07-18,11.23802661649967
2000-07-19,11.309608594210358
2000-07-20,11.381188371983606
2000-07-21,11.619786555852082
2000-07-24,11.476630912219907
2000-07-25,11.214168837195102
2000-07-26,10.808549880981445
2000-07-27,10.21205314122239
2000-07-28,10.140472850363112
2000-07-31,10.116613388061523
2000-08-01,10.259767553820272
2000-08-02,10.188191260239522
2000-08-03,10.164331111680626
2000-08-04,10.355210949405638
2000-08-07,10.617670982907375
2000-08-08,10.736968784734666
2000-08-09,10.808551629813344
2000-08-10,10.546092466695693
2000-08-11,10.450652122497559
2000-08-14,10.665388854847096
2000-08-15,10.880127906799316
2000-08-16,10.975569725036621
2000-08-17,11.166452084759621
2000-08-18,11.166446685791016
2000-08-21,10.713110410128774
2000-08-22,10.713110410128774
2000-08-23,10.880129942601174
2000-08-24,10.522231897939099
2000-08-25,10.426791987323991
2000-08-28,10.331351568138949
2000-08-29,10.30749225616455
2000-08-30,10.212051391601562
2000-08-31,9.878009796142578
2000-09-01,10.092751197074756
2000-09-05,10.212051391601562
2000-09-06,10.212051391601562
2000-09-07,10.259773254394531
2000-09-08,10.164331128877484
2000-09-11,10.021172523498535
2000-09-12,9.973451614379883
2000-09-13,9.782571792602539
2000-09-14,9.734850883483887
2000-09-15,9.782571792602539
2000-09-18,9.353093436941199
2000-09-19,9.687131369275473
2000-09-20,9.81479397492098
2000-09-21,9.935370634756023
2000-09-22,9.983602308274948
2000-09-25,10.104176902063095
2000-09-26,10.080060958862305
2000-09-27,10.272981447656639
2000-09-28,10.248868533565718
2000-09-29,10.321213132596819
2000-10-02,10.224753168186535
2000-10-03,10.34532510105075
2000-10-04,10.297098144293798
2000-10-05,10.369442742406994
2000-10-06,10.152405738830566
2000-10-09,10.321210678405885
2000-10-10,10.321213132596819
2000-10-11,10.224753348829296
2000-10-12,10.00771560917417
2000-10-13,10.055946906970288
2000-10-16,9.814795316272628
2000-10-17,9.790678413435806
2000-10-18,9.694221864430023
2000-10-19,9.935370068265962
2000-10-20,9.814796257524446
2000-10-23,9.91125565398065
2000-10-24,10.080062089530555
2000-10-25,10.031830787658691
2000-10-26,9.983601565167818
2000-10-27,10.05594653870882
2000-10-30,10.104174075622906
2000-10-31,10.272981447656639
2000-11-01,10.297097948319358
2000-11-02,10.417673110961914
2000-11-03,10.248868352496906
2000-11-06,10.272978782653809
2000-11-07,10.05594633445998
2000-11-08,10.176522254943848
2000-11-09,10.65881959731241
2000-11-10,11.044661316075691
2000-11-13,10.99643114403675
2000-11-14,10.972313887573891
2000-11-15,11.044660749117263
2000-11-16,11.14112352945189
2000-11-17,11.671649932861328
2000-11-20,11.261693000793457
2000-11-21,11.285808948251358
2000-11-22,11.285808948251358
2000-11-24,11.334040259150134
2000-11-27,11.454615206302687
2000-11-28,11.695765495300293
2000-11-29,11.57519035402124
2000-11-30,11.526962807985512
2000-12-01,11.84045543078713
2000-12-04,11.864568899916208
2000-12-05,12.153947660851324
2000-12-06,11.743993759155273
2000-12-07,11.912801156813753
2000-12-08,11.671652560207537
2000-12-11,11.816339865211944
2000-12-12,11.768112542615976
2000-12-13,11.961030960083008
2000-12-14,11.985144612037168
2000-12-15,11.888683319091797
2000-12-18,11.961031523422545
2000-12-19,11.912800216243651
2000-12-20,12.05748882471712
2000-12-21,12.105722427368164
2000-12-22,12.153945747154758
2000-12-26,11.961031523422545
2000-12-27,12.25040742195092
2000-12-28,12.298636468022835
2000-12-29,12.250408937767675
2001-01-02,12.395098123093758
2001-01-03,12.41921406422267
2001-01-04,12.467442897300684
2001-01-05,12.153948977076931
2001-01-08,12.250407048153996
2001-01-09,12.105720879903071
2001-01-10,12.03337497326988
2001-01-11,11.743996983249524
2001-01-12,11.334040259150134
2001-01-16,11.334040259150134
2001-01-17,11.285808563232422
2001-01-18,11.623419205191869
2001-01-19,11.11700439453125
2001-01-22,10.972313887573891
2001-01-23,11.117007047741966
2001-01-24,11.213463792184932
2001-01-25,11.044658861160109
2001-01-26,11.285808563232422
2001-01-29,11.55975578627018
2001-01-30,11.806696232081439
2001-01-31,11.575191497802734
2001-02-01,11.69480262213786
2001-02-02,11.690942522932891
2001-02-05,11.690937371028959
2001-02-06,11.633065223693848
2001-02-07,11.401559238348286
2001-02-08,11.28581172288132
2001-02-09,11.382269859313965
2001-02-12,11.189351081848145
2001-02-13,11.189351081848145
2001-02-14,11.652361869812012
2001-02-15,11.343686179182901
2001-02-16,11.343689321458678
2001-02-20,10.726346015930176
2001-02-21,10.533418655395508
2001-02-22,10.55657609983174
2001-02-23,10.803512573242188
2001-02-26,10.282629444748679
2001-02-27,10.109000681434711
2001-02-28,10.417673110961914
2001-03-01,10.359794360117156
2001-03-02,10.494837433717523
2001-03-05,10.417672298595134
2001-03-06,10.46011130808689
2001-03-07,10.147584366800016
2001-03-08,10.109000542241537
2001-03-09,10.11671671092959
2001-03-12,8.507763920986113
2001-03-13,8.569498834639086
2001-03-14,8.334137664833412
2001-03-15,8.66209896758434
2001-03-16,8.527057970598936
2001-03-19,8.496189782603178
2001-03-20,8.295555463474527
2001-03-21,8.141216257685576
2001-03-22,7.485289367066621
2001-03-23,7.929005250185389
2001-03-26,8.11420667402389
2001-03-27,8.372720289951221
2001-03-28,8.37437305862204
2001-03-29,8.29928421938828
2001-03-30,8.398085433849392
2001-04-02,8.322997323327261
2001-04-03,8.299285281937033
