Date,high
2018-10-18,27.971694946289062
2018-10-19,24.475236892700195
2018-10-22,24.475236892700195
2018-10-23,24.475236892700195
2018-10-24,27.69198226928711
2018-10-25,25.267763137817383
2018-10-26,25.267762722927
2018-10-29,22.73166275024414
2018-10-30,21.45429065519264
2018-10-31,21.444963226245974
2018-11-01,20.139622575517514
2018-11-02,19.775988298554203
2018-11-05,19.58018684387207
2018-11-06,20.03705535889222
2018-11-07,19.15128541295424
2018-11-08,17.715404510498047
2018-11-09,17.715404510498047
2018-11-12,17.715404510498047
2018-11-13,15.850630760192871
2018-11-14,15.738740921020508
2018-11-15,15.617528915405273
2018-11-16,15.617528915405273
2018-11-19,14.918238639831543
2018-11-20,14.918238639831543
2018-11-21,14.852971076965332
2018-11-23,14.91823782475826
2018-11-26,14.116382070775808
2018-11-27,14.386776284442048
2018-11-28,15.589558601379395
2018-11-29,15.132688522338867
2018-11-30,14.918238639831543
2018-12-03,15.589558738402616
2018-12-04,14.218947307158532
2018-12-06,14.237592738400833
2018-12-07,13.100077629089355
2018-12-10,15.57091202894516
2018-12-11,18.601180115184274
2018-12-12,13.519653589505078
2018-12-13,12.158364295959473
2018-12-14,12.279574366341974
2018-12-17,11.03017092939138
2018-12-18,11.188677787780762
2018-12-19,12.354163518318762
2018-12-20,12.195657198268796
2018-12-21,12.58726432101543
2018-12-24,12.820361512923483
2018-12-26,12.354163518318762
2018-12-27,12.344840656265438
2018-12-28,12.354165423567
2018-12-31,12.58726288438902
2019-01-02,12.46605319010705
2019-01-03,12.587260943192701
2019-01-04,12.456727855059906
2019-01-07,12.447404283185845
2019-01-08,12.400787067668624
2019-01-09,13.137373625634021
2019-01-10,13.044134802916458
2019-01-11,13.044137001037598
2019-01-14,13.006839791432437
2019-01-15,13.034810800772297
2019-01-16,12.587263766018026
2019-01-17,12.354165077209473
2019-01-18,12.866981217946146
2019-01-22,12.839006421478887
2019-01-23,12.633881568908691
2019-01-24,12.680502967678674
2019-01-25,12.577939174679498
2019-01-28,12.521995528838882
2019-01-29,12.587264138929694
2019-01-30,13.426416791426801
2019-01-31,13.146698037214648
2019-02-01,13.146697815657522
2019-02-04,13.137374325968398
2019-02-05,13.28655471120562
2019-02-06,13.65951166924886
2019-02-07,13.70613141984199
