Date,high
2003-03-20,2.6244163513183594
2003-03-21,2.6244163513183594
2003-03-24,2.6244163513183594
2003-03-25,2.6244163513183594
2003-03-26,2.6244163513183594
2003-03-27,2.6244163513183594
2003-03-28,2.6244163513183594
2003-03-31,2.6244163513183594
2003-04-01,2.510312080383301
2003-04-02,2.620027542114258
2003-04-03,2.479590642338394
2003-04-04,2.3953285217285156
2003-04-07,2.3953285217285156
2003-04-08,2.3953285217285156
2003-04-09,2.3953285217285156
2003-04-10,2.3953285217285156
2003-04-11,2.3953285217285156
2003-04-14,2.3953285217285156
2003-04-15,2.3953285217285156
2003-04-16,2.3953285217285156
2003-04-17,2.3953285217285156
2003-04-21,2.3953285217285156
2003-04-22,2.3953285217285156
2003-04-23,2.3953285217285156
2003-04-24,2.3953285217285156
2003-04-25,2.56736421585083
2003-04-28,2.56736421585083
2003-04-29,2.56736421585083
2003-04-30,2.56736421585083
2003-05-01,2.56736421585083
2003-05-02,2.56736421585083
2003-05-05,2.56736421585083
2003-05-06,2.56736421585083
2003-05-07,2.4576478004455566
2003-05-08,2.4576478004455566
2003-05-09,2.4804697036743164
2003-05-12,2.4804697036743164
2003-05-13,2.4804697036743164
2003-05-14,2.4804697036743164
2003-05-15,2.5454208850860596
2003-05-16,2.4576478004455566
2003-05-19,2.560342788696289
2003-05-20,2.479590947018209
2003-05-21,2.479590654373169
2003-05-22,2.479590654373169
2003-05-23,2.479590654373169
2003-05-27,2.479590654373169
2003-05-28,2.523478269577027
2003-05-29,2.523478269577027
2003-05-30,2.523478269577027
2003-06-02,2.523478269577027
2003-06-03,2.4883694648742676
2003-06-04,2.4883694648742676
2003-06-05,2.4883694648742676
2003-06-06,2.4883694648742676
2003-06-09,2.4883694648742676
2003-06-10,2.5454208850860596
2003-06-11,2.5454208850860596
2003-06-12,2.5454208850860596
2003-06-13,2.5454208850860596
2003-06-16,2.5454208850860596
2003-06-17,2.5454208850860596
2003-06-18,2.565770387649536
2003-06-19,2.565770387649536
2003-06-20,2.565770387649536
2003-06-23,2.565770387649536
2003-06-24,2.565770387649536
2003-06-25,2.565770387649536
2003-06-26,2.565770387649536
2003-06-27,2.565770387649536
2003-06-30,2.565770387649536
2003-07-01,2.565770387649536
2003-07-02,2.565770387649536
2003-07-03,2.565770387649536
2003-07-07,2.565770387649536
2003-07-08,2.565770387649536
2003-07-09,2.565770387649536
2003-07-10,2.565770387649536
2003-07-11,2.565770387649536
2003-07-14,2.5657699666074767
2003-07-15,2.5613462924957275
2003-07-16,2.565770387649536
2003-07-17,2.565770387649536
2003-07-18,2.565770387649536
2003-07-21,2.565770387649536
2003-07-22,2.5657697797050787
2003-07-23,2.5215325355529785
2003-07-24,2.5215325355529785
2003-07-25,2.5436518192291264
2003-07-28,2.5215325355529785
2003-07-29,2.5215325355529785
2003-07-30,2.5215325355529785
2003-07-31,2.5215325355529785
2003-08-01,2.5215325355529785
2003-08-04,2.5215325355529785
2003-08-05,2.5215325355529785
2003-08-06,2.5215325355529785
2003-08-07,2.5215325355529785
2003-08-08,2.5215325355529785
2003-08-11,2.5215325355529785
2003-08-12,2.5215325355529785
2003-08-13,2.5215325355529785
2003-08-14,2.5215325355529785
2003-08-15,2.565770387649536
2003-08-18,2.565770387649536
2003-08-19,2.565770387649536
2003-08-20,2.565770387649536
2003-08-21,2.565770387649536
2003-08-22,2.565770387649536
2003-08-25,2.565770387649536
2003-08-26,2.5746176242828365
2003-08-27,2.5746176242828365
2003-08-28,2.610008716583252
2003-08-29,2.610008716583252
2003-09-02,2.610008716583252
2003-09-03,2.610008716583252
2003-09-04,2.610008716583252
2003-09-05,2.610008716583252
2003-09-08,2.610008716583252
2003-09-09,2.610008716583252
2003-09-10,2.610008716583252
2003-09-11,2.610008716583252
2003-09-12,2.610008716583252
2003-09-15,2.610008716583252
2003-09-16,2.610008716583252
2003-09-17,2.6314160823822026
2003-09-18,2.6314160823822026
2003-09-19,2.6314160823822026
2003-09-22,2.6314160823822026
2003-09-23,2.6314160823822026
2003-09-24,2.6314160823822026
2003-09-25,2.5957350730895996
2003-09-26,2.5957350730895996
2003-09-29,2.5957350730895996
2003-09-30,2.5957350730895996
2003-10-01,2.5957350730895996
2003-10-02,2.5957350730895996
2003-10-03,2.5957350730895996
2003-10-06,2.5957350730895996
2003-10-07,2.5957350730895996
2003-10-08,2.5957350730895996
2003-10-09,2.5957350730895996
2003-10-10,2.5957350730895996
2003-10-13,2.5957350730895996
2003-10-14,2.5957350730895996
2003-10-15,2.5957350730895996
2003-10-16,2.5957350730895996
2003-10-17,2.5957350730895996
2003-10-20,2.5957350730895996
2003-10-21,2.5957350730895996
2003-10-22,2.5957350730895996
2003-10-23,2.5957350730895996
2003-10-24,2.586815118789673
2003-10-27,2.586815118789673
2003-10-28,2.586815118789673
2003-10-29,2.586815118789673
2003-10-30,2.586815118789673
2003-10-31,2.586815118789673
2003-11-03,2.586815118789673
2003-11-04,2.586815118789673
2003-11-05,2.586815118789673
2003-11-06,2.586815118789673
2003-11-07,2.588599443435669
2003-11-10,2.626954555511475
2003-11-11,2.626954555511475
2003-11-12,2.626954555511475
2003-11-13,2.626954555511475
2003-11-14,2.626954555511475
2003-11-17,2.626954555511475
2003-11-18,2.5957350730895996
2003-11-19,2.5957350730895996
2003-11-20,2.5957350730895996
2003-11-21,2.5957350730895996
2003-11-24,2.5957350730895996
2003-11-25,2.5957350730895996
2003-11-26,2.5957350730895996
2003-11-28,2.5957350730895996
2003-12-01,2.5957350730895996
2003-12-02,2.5957350730895996
2003-12-03,2.5957350730895996
2003-12-04,2.5957350730895996
2003-12-05,2.5957350730895996
2003-12-08,2.5957350730895996
2003-12-09,2.5957350730895996
2003-12-10,2.5957350730895996
2003-12-11,2.646580457687378
2003-12-12,2.646580457687378
2003-12-15,2.646580457687378
2003-12-16,2.646580457687378
2003-12-17,2.6690690517425537
2003-12-18,2.6690690517425537
2003-12-19,2.6690690517425537
2003-12-22,2.608797550201416
2003-12-23,2.608797550201416
2003-12-24,2.608797550201416
2003-12-26,2.608797550201416
2003-12-29,2.608797550201416
2003-12-30,2.608797550201416
2003-12-31,2.608797550201416
2004-01-02,2.608797550201416
2004-01-05,2.608797550201416
2004-01-06,2.608797550201416
2004-01-07,2.608797550201416
2004-01-08,2.608797550201416
2004-01-09,2.608797550201416
2004-01-12,2.608797550201416
2004-01-13,2.6537773609161377
2004-01-14,2.6537773609161377
2004-01-15,2.6537773609161377
2004-01-16,2.6537773609161377
2004-01-20,2.6537773609161377
2004-01-21,2.6537773609161377
2004-01-22,2.6537773609161377
2004-01-23,2.6177926063537598
2004-01-26,2.6177926063537598
2004-01-27,2.6177926063537598
2004-01-28,2.6177926063537598
2004-01-29,2.6177926063537598
2004-01-30,2.6177926063537598
2004-02-02,2.6177926063537598
2004-02-03,2.6177926063537598
2004-02-04,2.6177926063537598
2004-02-05,2.6177926063537598
2004-02-06,2.6177926063537598
2004-02-09,2.6762666702270512
2004-02-10,2.6762666702270512
2004-02-11,2.6762666702270512
2004-02-12,2.6762666702270512
2004-02-13,2.6762666702270512
2004-02-17,2.6762666702270512
2004-02-18,2.6762666702270512
2004-02-19,2.6762666702270512
2004-02-20,2.6762666702270512
2004-02-23,2.9686315059661865
2004-02-24,2.9686315059661865
2004-02-25,2.9686315059661865
2004-02-26,2.9686315059661865
2004-02-27,2.9686315059661865
2004-03-01,2.9686315059661865
2004-03-02,2.9686315059661865
2004-03-03,2.9686315059661865
2004-03-04,2.9686315059661865
2004-03-05,2.9686315059661865
2004-03-08,3.2385075092315674
2004-03-09,3.598340511322022
2004-03-10,3.598340511322022
2004-03-11,3.598340511322022
