Date,high
2021-01-28,34.75
2021-01-29,34.400001525878906
2021-02-01,38.09000015258789
2021-02-02,41.7599983215332
2021-02-03,40.54999923706055
2021-02-04,39.869998931884766
2021-02-05,40.40999984741211
2021-02-08,40.04999923706055
2021-02-09,40.0
2021-02-10,38.487998962402344
2021-02-11,37.47999954223633
2021-02-12,38.150001525878906
2021-02-16,39.76499938964844
2021-02-17,39.650001525878906
2021-02-18,38.470001220703125
2021-02-19,40.91999816894531
2021-02-22,44.040000915527344
2021-02-23,39.45000076293945
2021-02-24,40.099998474121094
2021-02-25,37.39699935913086
2021-02-26,34.20000076293945
2021-03-01,37.439998626708984
2021-03-02,38.375
2021-03-03,36.7760009765625
2021-03-04,34.611000061035156
2021-03-05,33.45000076293945
2021-03-08,34.88999938964844
2021-03-09,38.52000045776367
2021-03-10,36.970001220703125
2021-03-11,35.54499816894531
2021-03-12,35.099998474121094
2021-03-15,39.029998779296875
2021-03-16,39.97999954223633
2021-03-17,37.310001373291016
2021-03-18,36.0
2021-03-19,33.25
2021-03-22,32.709999084472656
2021-03-23,32.65599822998047
2021-03-24,32.68000030517578
2021-03-25,30.899999618530273
2021-03-26,31.90999984741211
2021-03-29,31.750999450683594
2021-03-30,33.849998474121094
2021-03-31,35.75
2021-04-01,35.40999984741211
2021-04-05,36.22999954223633
2021-04-06,35.95000076293945
2021-04-07,35.720001220703125
2021-04-08,35.25
2021-04-09,35.689998626708984
2021-04-12,34.900001525878906
2021-04-13,34.47800064086914
2021-04-14,34.4900016784668
2021-04-15,34.470001220703125
2021-04-16,33.779998779296875
2021-04-19,33.41999816894531
2021-04-20,32.18899917602539
2021-04-21,34.08000183105469
2021-04-22,34.9900016784668
2021-04-23,34.83000183105469
2021-04-26,35.15999984741211
2021-04-27,35.939998626708984
2021-04-28,35.369998931884766
2021-04-29,34.81999969482422
2021-04-30,33.630001068115234
2021-05-03,32.380001068115234
2021-05-04,31.155000686645508
2021-05-05,30.420000076293945
2021-05-06,29.469999313354492
2021-05-07,30.68000030517578
2021-05-10,29.760000228881836
2021-05-11,28.719999313354492
2021-05-12,27.399999618530273
2021-05-13,26.65999984741211
2021-05-14,23.979999542236328
2021-05-17,23.3799991607666
2021-05-18,22.65999984741211
2021-05-19,22.190000534057617
2021-05-20,23.93000030517578
2021-05-21,24.84000015258789
2021-05-24,25.8799991607666
2021-05-25,26.739999771118164
2021-05-26,27.290000915527344
2021-05-27,27.520000457763672
2021-05-28,27.8700008392334
2021-06-01,28.459999084472656
2021-06-02,28.350000381469727
2021-06-03,27.760000228881836
2021-06-04,26.84000015258789
2021-06-07,27.1299991607666
2021-06-08,29.399999618530273
2021-06-09,29.34000015258789
2021-06-10,30.290000915527344
2021-06-11,30.979999542236328
2021-06-14,32.22999954223633
2021-06-15,30.700000762939453
2021-06-16,30.84000015258789
2021-06-17,31.920000076293945
2021-06-18,32.13999938964844
2021-06-21,30.579999923706055
2021-06-22,29.920000076293945
2021-06-23,32.220001220703125
2021-06-24,32.268001556396484
2021-06-25,32.810001373291016
2021-06-28,34.41999816894531
2021-06-29,34.5099983215332
2021-06-30,35.68000030517578
2021-07-01,35.47999954223633
2021-07-02,35.7400016784668
2021-07-06,36.27000045776367
2021-07-07,37.61000061035156
2021-07-08,36.59000015258789
2021-07-09,35.95000076293945
2021-07-12,36.20000076293945
2021-07-13,33.099998474121094
2021-07-14,30.510000228881836
2021-07-15,29.06999969482422
2021-07-16,28.09000015258789
2021-07-19,27.56999969482422
2021-07-20,26.950000762939453
2021-07-21,28.0
2021-07-22,28.290000915527344
2021-07-23,27.924999237060547
2021-07-26,28.040000915527344
2021-07-27,27.43000030517578
2021-07-28,28.700000762939453
2021-07-29,29.1299991607666
2021-07-30,29.665000915527344
2021-08-02,29.524999618530273
2021-08-03,30.520000457763672
2021-08-04,31.260000228881836
2021-08-05,31.690000534057617
2021-08-06,32.9900016784668
2021-08-09,34.459999084472656
2021-08-10,34.209999084472656
2021-08-11,33.525001525878906
2021-08-12,33.36000061035156
2021-08-13,33.630001068115234
2021-08-16,33.0
2021-08-17,29.81999969482422
2021-08-18,31.559999465942383
2021-08-19,30.533000946044922
2021-08-20,31.219999313354492
2021-08-23,31.90999984741211
2021-08-24,32.029998779296875
2021-08-25,31.8700008392334
2021-08-26,32.15999984741211
2021-08-27,32.09000015258789
2021-08-30,32.41999816894531
2021-08-31,33.81999969482422
2021-09-01,33.255001068115234
2021-09-02,34.08000183105469
2021-09-03,33.939998626708984
2021-09-07,34.08000183105469
2021-09-08,32.650001525878906
2021-09-09,31.559999465942383
2021-09-10,31.270000457763672
2021-09-13,32.84000015258789
2021-09-14,33.59000015258789
2021-09-15,33.4630012512207
2021-09-16,33.18000030517578
2021-09-17,33.98699951171875
2021-09-20,31.940000534057617
2021-09-21,32.279998779296875
2021-09-22,32.90999984741211
2021-09-23,32.27000045776367
2021-09-24,30.780000686645508
2021-09-27,30.770000457763672
2021-09-28,30.059999465942383
2021-09-29,29.520000457763672
2021-09-30,28.8799991607666
2021-10-01,28.6299991607666
2021-10-04,27.700000762939453
2021-10-05,28.0049991607666
2021-10-06,28.53499984741211
2021-10-07,28.889999389648438
2021-10-08,28.110000610351562
2021-10-11,29.479999542236328
2021-10-12,29.479999542236328
2021-10-13,29.844999313354492
2021-10-14,29.979999542236328
2021-10-15,29.90999984741211
2021-10-18,28.3700008392334
2021-10-19,29.31999969482422
2021-10-20,28.110000610351562
2021-10-21,28.079999923706055
2021-10-22,27.700000762939453
2021-10-25,26.219999313354492
2021-10-26,26.700000762939453
2021-10-27,28.950000762939453
2021-10-28,29.6299991607666
2021-10-29,31.010000228881836
2021-11-01,33.810001373291016
2021-11-02,32.310001373291016
2021-11-03,32.2599983215332
2021-11-04,32.81999969482422
2021-11-05,33.45000076293945
